,job title,company name,location,hourly,min salary,max salary,avg salary,education,soft skills,business skills,technical skills
0,Data Scientist Senior Associate,Home Partners of America Inc,"Chicago, IL",0,86000,110000.0,98000.0,,,,Microsoft Excel
1,Data Scientist Senior Associate,Home Partners of America Inc,"Chicago, IL",0,86000,110000.0,98000.0,,,Management,
2,Data Scientist Senior Associate,Home Partners of America Inc,"Chicago, IL",0,86000,110000.0,98000.0,,,,Computer Science
3,Data Scientist Senior Associate,Home Partners of America Inc,"Chicago, IL",0,86000,110000.0,98000.0,,,,NumPy
4,Data Scientist Senior Associate,Home Partners of America Inc,"Chicago, IL",0,86000,110000.0,98000.0,Master's degree,,,
5,Data Scientist Senior Associate,Home Partners of America Inc,"Chicago, IL",0,86000,110000.0,98000.0,,,,SQL
6,Data Scientist Senior Associate,Home Partners of America Inc,"Chicago, IL",0,86000,110000.0,98000.0,,,,Pandas
7,Data Scientist Senior Associate,Home Partners of America Inc,"Chicago, IL",0,86000,110000.0,98000.0,,,,Analysis skills
8,Data Scientist Senior Associate,Home Partners of America Inc,"Chicago, IL",0,86000,110000.0,98000.0,Bachelor's degree,,,
9,Data Scientist Senior Associate,Home Partners of America Inc,"Chicago, IL",0,86000,110000.0,98000.0,,,,Machine learning
10,Data Scientist Senior Associate,Home Partners of America Inc,"Chicago, IL",0,86000,110000.0,98000.0,,,,Scripting
11,Data Scientist Senior Associate,Home Partners of America Inc,"Chicago, IL",0,86000,110000.0,98000.0,,,,Regression analysis
12,Data Scientist Senior Associate,Home Partners of America Inc,"Chicago, IL",0,86000,110000.0,98000.0,,Communication skills,,
13,Data Scientist Senior Associate,Home Partners of America Inc,"Chicago, IL",0,86000,110000.0,98000.0,,,,Python
14,Data Scientist Senior Associate,Home Partners of America Inc,"Chicago, IL",0,86000,110000.0,98000.0,,,,Analytics
15,Data Scientist Jr. / Physical Scientist Jr.,KFS-LLC,"Sterling, VA",0,123000,156000.0,139500.0,Bachelor of Science,,,
16,Data Scientist Jr. / Physical Scientist Jr.,KFS-LLC,"Sterling, VA",0,123000,156000.0,139500.0,,,,Microsoft Office
17,Data Scientist Jr. / Physical Scientist Jr.,KFS-LLC,"Sterling, VA",0,123000,156000.0,139500.0,Bachelor's degree,,,
18,Data Scientist Jr. / Physical Scientist Jr.,KFS-LLC,"Sterling, VA",0,123000,156000.0,139500.0,,,,Data collection
19,Data Engineer - II (Ab Initio/ETL/Data Warehouse),"The Travelers Companies, Inc.","Hartford, CT",0,113900,188000.0,150950.0,,,,
20,Data Engineer - II (Ab Initio/ETL/Data Warehouse),"The Travelers Companies, Inc.","Hartford, CT",0,113900,188000.0,150950.0,,,,Analysis skills
21,Data Engineer - II (Ab Initio/ETL/Data Warehouse),"The Travelers Companies, Inc.","Hartford, CT",0,113900,188000.0,150950.0,Bachelor's degree,,,
22,Data Engineer - II (Ab Initio/ETL/Data Warehouse),"The Travelers Companies, Inc.","Hartford, CT",0,113900,188000.0,150950.0,,,,Machine learning
23,Data Engineer - II (Ab Initio/ETL/Data Warehouse),"The Travelers Companies, Inc.","Hartford, CT",0,113900,188000.0,150950.0,,,,AI
24,Data Engineer - II (Ab Initio/ETL/Data Warehouse),"The Travelers Companies, Inc.","Hartford, CT",0,113900,188000.0,150950.0,,Communication skills,,
25,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,,Statistical software
26,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,,
27,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,,MATLAB
28,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,Doctoral degree,,,
29,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,,SAS
30,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,Bachelor of Science,,,
31,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,,R
32,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,Lean,
33,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,,Java
34,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,,SQL
35,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,AWS,
36,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,Six Sigma,
37,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,,Analysis skills
38,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,,C++
39,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,,C
40,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,Bachelor's degree,,,
41,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,,Machine learning
42,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,Doctor of Philosophy,,,
43,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,,
44,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,,
45,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,,
46,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,,
47,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,,
48,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,,AI
49,"Data Scientist, Cell Therapy Digital Solutions",Takeda Pharmaceutical,"Boston, MA",0,102200,146000.0,124100.0,,,,Python
50,Senior Data Scientist,Biological Dynamics,"San Diego, CA",0,160000,200000.0,180000.0,,,Azure,
51,Senior Data Scientist,Biological Dynamics,"San Diego, CA",0,160000,200000.0,180000.0,,,Management,
52,Senior Data Scientist,Biological Dynamics,"San Diego, CA",0,160000,200000.0,180000.0,Doctoral degree,,,
53,Senior Data Scientist,Biological Dynamics,"San Diego, CA",0,160000,200000.0,180000.0,,,,R
54,Senior Data Scientist,Biological Dynamics,"San Diego, CA",0,160000,200000.0,180000.0,,,,
55,Senior Data Scientist,Biological Dynamics,"San Diego, CA",0,160000,200000.0,180000.0,,,Google Cloud Platform,
56,Senior Data Scientist,Biological Dynamics,"San Diego, CA",0,160000,200000.0,180000.0,Master's degree,,,
57,Senior Data Scientist,Biological Dynamics,"San Diego, CA",0,160000,200000.0,180000.0,,,,SQL
58,Senior Data Scientist,Biological Dynamics,"San Diego, CA",0,160000,200000.0,180000.0,,,AWS,
59,Senior Data Scientist,Biological Dynamics,"San Diego, CA",0,160000,200000.0,180000.0,Bachelor's degree,,,
60,Senior Data Scientist,Biological Dynamics,"San Diego, CA",0,160000,200000.0,180000.0,,,,Machine learning
61,Senior Data Scientist,Biological Dynamics,"San Diego, CA",0,160000,200000.0,180000.0,Doctor of Philosophy,,,
62,Senior Data Scientist,Biological Dynamics,"San Diego, CA",0,160000,200000.0,180000.0,,,Product management,
63,Senior Data Scientist,Biological Dynamics,"San Diego, CA",0,160000,200000.0,180000.0,,,,AI
64,Senior Data Scientist,Biological Dynamics,"San Diego, CA",0,160000,200000.0,180000.0,,Communication skills,,
65,Senior Data Scientist,Biological Dynamics,"San Diego, CA",0,160000,200000.0,180000.0,,,,Python
66,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,,,,Power BI
67,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,,,,Data modeling
68,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,,,Azure,
69,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,,,,Business intelligence
70,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,,,,Computer Science
71,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,,,,
72,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,,,Google Cloud Platform,
73,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,,,,Tableau
74,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,Master's degree,,,
75,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,,,,SQL
76,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,,,AWS,
77,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,,,,Database management
78,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,Bachelor's degree,,,
79,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,,,,PostgreSQL
80,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,,,,ETL
81,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,,,,Predictive analytics
82,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,,Communication skills,,
83,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,,,,Python
84,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,,,,PowerShell
85,Senior Data Analyst,CarePoint Health,"Denver, CO",0,90000,120000.0,105000.0,,,,Analytics
86,Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ",0,92456,138673.0,115564.5,,,,Data modeling
87,Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ",0,92456,138673.0,115564.5,,,,Data mining
88,Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ",0,92456,138673.0,115564.5,,Customer service,,
89,Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ",0,92456,138673.0,115564.5,,Research,,
90,Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ",0,92456,138673.0,115564.5,Master's degree,,,
91,Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ",0,92456,138673.0,115564.5,,,,Analysis skills
92,Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ",0,92456,138673.0,115564.5,Bachelor's degree,,,
93,Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ",0,92456,138673.0,115564.5,,,,Machine learning
94,Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ",0,92456,138673.0,115564.5,,,,Regression analysis
95,Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ",0,92456,138673.0,115564.5,,,,Computer skills
96,Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ",0,92456,138673.0,115564.5,,,,Data science
97,Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ",0,92456,138673.0,115564.5,,,,AI
98,Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ",0,92456,138673.0,115564.5,,Communication skills,,
99,Data Science Analyst - Research,Mayo Clinic,"Phoenix, AZ",0,92456,138673.0,115564.5,,Time management,,
100,Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY",0,161500,275000.0,218250.0,,,,
101,Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY",0,161500,275000.0,218250.0,,,Management,
102,Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY",0,161500,275000.0,218250.0,Doctoral degree,,,
103,Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY",0,161500,275000.0,218250.0,,,,Big data
104,Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY",0,161500,275000.0,218250.0,,,,Spark
105,Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY",0,161500,275000.0,218250.0,,,,Apache Hive
106,Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY",0,161500,275000.0,218250.0,,,,
107,Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY",0,161500,275000.0,218250.0,Master's degree,,,
108,Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY",0,161500,275000.0,218250.0,,,,SQL
109,Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY",0,161500,275000.0,218250.0,,,,
110,Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY",0,161500,275000.0,218250.0,Doctor of Philosophy,,,
111,Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY",0,161500,275000.0,218250.0,,,Product management,
112,Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY",0,161500,275000.0,218250.0,,,,Apache Pig
113,Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY",0,161500,275000.0,218250.0,,,,
114,Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY",0,161500,275000.0,218250.0,,,,
115,Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY",0,161500,275000.0,218250.0,,,,AI
116,Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY",0,161500,275000.0,218250.0,,,,Python
117,Bionics Initiative - Data Scientist Director,"JPMorgan Chase Bank, N.A.","New York, NY",0,161500,275000.0,218250.0,,,,Analytics
118,Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI",0,100000,109000.0,104500.0,,,Azure,
119,Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI",0,100000,109000.0,104500.0,,,,Data mining
120,Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI",0,100000,109000.0,104500.0,,,,Computer Science
121,Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI",0,100000,109000.0,104500.0,,,,Big data
122,Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI",0,100000,109000.0,104500.0,,,,Spark
123,Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI",0,100000,109000.0,104500.0,,,,NoSQL
124,Data Engineer (Remote Option),University of Michigan,"Ann Arbor, MI",0,100000,109000.0,104500.0,,,,Apache Hive
